instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000300003,14.59210001,space,14.57489999,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,14.5924,17.20860001,k,2.586800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,17.225,105.0617,l,7.817399994,,0,0,0,0,1,texto1.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,105.0624,111.6119,j,6.531799995,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,111.6121,116.8453,y,5.207199997,,,,,,,,,,,,,,,,,,,,,,
,,,,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.854,128.8955,3,0,7.003699997,,0,0,0,0,1,1) ¿Con qué sorprendió Bea al hombre?,1. Su llegada,2. Su ida,3. Su pareja,1,,,,,
,,,,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8977,136.4947,3,0,2.554600006,,0,1,1,1,1,2) ¿Dónde deciden tomar algo?,1. En un bar,2. En un restaurante,3. En un café,1,,,,,
,,,,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.4972,144.9293,3,0,3.405399994,,0,2,2,2,1,3) ¿Cuál es la noticia sobre Ana?,1. Hará una fiesta,2. Se casará,3. Tiene un novio en México,2,,,,,
,,,,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9313,155.3299,2,0,5.3545,,0,3,3,3,1,4) ¿Hace cuánto que sale Ana con su novio?,1. Seis meses,2. Un año y medio,3. Doce meses,3,,,,,
,,,,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.333,167.7137,3,0,7.3395,,0,4,4,4,1,5) ¿Qué hace que el hombre no pueda ir a la boda?,1. Motivos financieros y psicológicos,2. Motivos psicológicos y románticos,3. Motivos románticos y financieros,1,,,,,
,,,,,J04PRETR,2025-02-18_15h28.54.473,listening1_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.7141,170.6475,space,1.401400002,
