instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000200005,7.957200005,space,7.934900002,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,7.957600006,12.15710001,k,4.171299995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,12.1804,191.4799,l,99.27289999,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,191.4807,194.3464,j,2.839599998,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,194.3466,197.6964,y,3.3295,,,,,,,,,,,,,,,,,,,,,,
,,,,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.7059,204.8303,2,1,2.100199997,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.8325,213.6967,1,1,3.834,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.6997,221.2637,2,1,2.5215,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.2667,228.5138,1,1,2.207199997,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.5161,238.7475,1,1,5.200699997,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,A04POSTSH,2024-10-25_17h12.20.702,listening2_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.7478,241.1479,space,0.869599998,
