instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,7.823,space,7.812299995,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,7.823300003,10.4222,k,2.571700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,10.4411,190.5786,l,100.1184,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,190.5791,194.9291,j,4.325699997,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,194.9292,199.6957,y,4.736900002,,,,,,,,,,,,,,,,,,,,,,
,,,,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.7054,206.7117,1,0,1.971400002,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.7141,216.1631,2,0,4.404400002,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.1661,226.963,3,0,5.767,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.9653,239.08,1,1,7.071800003,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0825,248.2971,1,1,4.183800003,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,B06Postsh,2024-11-13_19h00.08.174,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.2975,250.9969,space,1.178,
