instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,6.639099991,space,6.629099991,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,6.639599991,8.288300003,k,1.621900009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,,,,,,8.3065,95.2578,l,6.932599991,,0,0,0,0,1,texto1.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,95.2583,97.10789999,j,1.822800003,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,,97.10809999,99.0413,y,1.912900009,,,,,,,,,,,,,,,,,,,,,,
,,,,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0503,108.742,2,1,4.666599991,,0,0,0,0,1,1) ¿Con qué sorprendió Bea al hombre?,1. Su llegada,2. Su ida,3. Su pareja,1,,,,,
,,,,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.7443,116.2084,3,0,2.432899994,,0,1,1,1,1,2) ¿Dónde deciden tomar algo?,1. En un bar,2. En un restaurante,3. En un café,1,,,,,
,,,,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.2104,126.542,3,1,5.290600006,,0,2,2,2,1,3) ¿Cuál es la noticia sobre Ana?,1. Hará una fiesta,2. Se casará,3. Tiene un novio en México,2,,,,,
,,,,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.5445,139.0257,2,0,7.451,,0,3,3,3,1,4) ¿Hace cuánto que sale Ana con su novio?,1. Seis meses,2. Un año y medio,3. Doce meses,3,,,,,
,,,,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.028,153.3262,3,1,9.266800003,,0,4,4,4,1,5) ¿Qué hace que el hombre no pueda ir a la boda?,1. Motivos financieros y psicológicos,2. Motivos psicológicos y románticos,3. Motiivos románticos y financieros,1,,,,,
,,,,,J05POSTTR,2025-03-14_14h47.50.812,listening1_tdcs_post,2024.2.2,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.3265,155.0932,space,0.234899994,
